RUEE,Rule,GRADO/AÑO,BACHIILER_DIVNOMBRE,Turno,PLAN,MODALIDAD
1201006,3010278,4, ,INTERMEDIO,2006,ANUAL
1201006,3010278,4, ,VESPERTINO,2006,ANUAL
1201006,3010278,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1201006,3010278,5,DIV.CIENTIFICA,NOCTURNO,1994,SEMESTRAL
1201006,3010278,5,DIV.ARTE Y EXPRESION,INTERMEDIO,2006,ANUAL
1201006,3010278,5,DIV.BIOLOGICA,MATUTINO,2006,ANUAL
1201006,3010278,5,DIV.BIOLOGICA,INTERMEDIO,2006,ANUAL
1201006,3010278,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1201006,3010278,5,DIV.CIENTIFICA,MATUTINO,2006,ANUAL
1201006,3010278,5,DIV.CIENTIFICA,INTERMEDIO,2006,ANUAL
1201006,3010278,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1201006,3010278,5,DIV.HUMANISTICA,MATUTINO,2006,ANUAL
1201006,3010278,5,DIV.HUMANISTICA,INTERMEDIO,2006,ANUAL
1201006,3010278,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1201006,3010278,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,MATEMATICA Y DISEÑO,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1201006,3010278,6,CIENCIAS AGRARIAS,VESPERTINO,2006,ANUAL
1201006,3010278,6,CIENCIAS BIOLOGICAS,MATUTINO,2006,ANUAL
1201006,3010278,6,CIENCIAS BIOLOGICAS,INTERMEDIO,2006,ANUAL
1201006,3010278,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1201006,3010278,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,SOCIAL ECONOMIA,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,FISICO MATEMATICO,INTERMEDIO,2006,ANUAL
1201006,3010278,6,FISICO MATEMATICO,VESPERTINO,2006,ANUAL
1201006,3010278,6,FISICO MATEMATICO,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,MATEMATICA Y DISEÑO,VESPERTINO,2006,ANUAL
1201006,3010278,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1201006,3010278,6,SOCIAL ECONOMIA,MATUTINO,2006,ANUAL
1201006,3010278,6,SOCIAL ECONOMIA,INTERMEDIO,2006,ANUAL
1201006,3010278,6,SOCIAL ECONOMIA,VESPERTINO,2006,ANUAL
1201006,3010278,6,SOCIAL HUMANISTICO,MATUTINO,2006,ANUAL
1201006,3010278,6,SOCIAL HUMANISTICO,INTERMEDIO,2006,ANUAL
1201006,3010278,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1201007,3010279,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201007,3010279,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201007,3010279,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201007,3010279,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201007,3010279,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201007,3010279,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201008,3010280,4, ,NOCTURNO,1994,SEMESTRAL
1201008,3010280,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201008,3010280,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201008,3010280,1, ,NOCTURNO,0,ANUAL
1201008,3010280,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201008,3010280,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201008,3010280,2, ,NOCTURNO,0,ANUAL
1201008,3010280,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201008,3010280,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201008,3010280,3, ,NOCTURNO,0,ANUAL
1201009,3010281,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1201009,3010281,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1201009,3010281,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1201009,3010281,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201009,3010281,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1201009,3010281,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201009,3010281,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1201009,3010281,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1201009,3010281,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1201009,3010281,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201009,3010281,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1201009,3010281,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201010,3010282,4, ,MATUTINO,2006,ANUAL
1201010,3010282,4, ,INTERMEDIO,2006,ANUAL
1201010,3010282,4, ,NOCTURNO,1994,SEMESTRAL
1201010,3010282,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1201010,3010282,5,DIV.CIENTIFICA,NOCTURNO,1994,ANUAL
1201010,3010282,5,DIV.ARTE Y EXPRESION,INTERMEDIO,2006,ANUAL
1201010,3010282,5,DIV.BIOLOGICA,MATUTINO,2006,ANUAL
1201010,3010282,5,DIV.BIOLOGICA,INTERMEDIO,2006,ANUAL
1201010,3010282,5,DIV.BIOLOGICA,VESPERTINO,2006,ANUAL
1201010,3010282,5,DIV.CIENTIFICA,MATUTINO,2006,ANUAL
1201010,3010282,5,DIV.CIENTIFICA,INTERMEDIO,2006,ANUAL
1201010,3010282,5,DIV.CIENTIFICA,VESPERTINO,2006,ANUAL
1201010,3010282,5,DIV.HUMANISTICA,MATUTINO,2006,ANUAL
1201010,3010282,5,DIV.HUMANISTICA,INTERMEDIO,2006,ANUAL
1201010,3010282,5,DIV.HUMANISTICA,VESPERTINO,2006,ANUAL
1201010,3010282,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201010,3010282,6,ARTE Y EXPRESION,VESPERTINO,2006,ANUAL
1201010,3010282,6,CIENCIAS BIOLOGICAS,MATUTINO,2006,ANUAL
1201010,3010282,6,CIENCIAS BIOLOGICAS,INTERMEDIO,2006,ANUAL
1201010,3010282,6,CIENCIAS BIOLOGICAS,VESPERTINO,2006,ANUAL
1201010,3010282,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201010,3010282,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1201010,3010282,6,FISICO MATEMATICO,MATUTINO,2006,ANUAL
1201010,3010282,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1201010,3010282,6,MATEMATICA Y DISEÑO,VESPERTINO,2006,ANUAL
1201010,3010282,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1201010,3010282,6,SOCIAL ECONOMIA,MATUTINO,2006,ANUAL
1201010,3010282,6,SOCIAL ECONOMIA,VESPERTINO,2006,ANUAL
1201010,3010282,6,SOCIAL HUMANISTICO,INTERMEDIO,2006,ANUAL
1201010,3010282,6,SOCIAL HUMANISTICO,VESPERTINO,2006,ANUAL
1201011,3010283,4, ,NOCTURNO,1994,SEMESTRAL
1201011,3010283,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201011,3010283,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201011,3010283,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1201011,3010283,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201011,3010283,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201011,3010283,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1201011,3010283,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201011,3010283,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201011,3010283,3, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1201012,3010284,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201012,3010284,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201012,3010284,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201012,3010284,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201012,3010284,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201012,3010284,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201012,3010284,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201012,3010284,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201013,3010285,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201013,3010285,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,1, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1201013,3010285,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201013,3010285,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,2, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1201013,3010285,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201013,3010285,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201013,3010285,3, ,INTERMEDIO EXTENDIDO,2013,ANUAL/SEMESTRAL
1201014,3010286,0, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1201014,3010286,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201014,3010286,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201014,3010286,1, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1201014,3010286,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201014,3010286,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201014,3010286,2, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1201014,3010286,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201014,3010286,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201014,3010286,3, ,NOCTURNO EXTENDIDO,2009,SEMESTRAL
1201015,3010287,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,ARTE Y EXPRESION,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201015,3010287,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1201015,3010287,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201016,3010288,4, ,NOCTURNO,1994,ANUAL
1201016,3010288,4, ,NOCTURNO,1994,SEMESTRAL
1201016,3010288,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201016,3010288,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201016,3010288,1, ,NOCTURNO,0,ANUAL
1201016,3010288,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201016,3010288,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201016,3010288,2, ,NOCTURNO,0,ANUAL
1201016,3010288,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201016,3010288,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201016,3010288,3, ,NOCTURNO,0,ANUAL
1201017,3010289,4, ,NOCTURNO,1994,SEMESTRAL
1201017,3010289,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201017,3010289,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201017,3010289,1, ,NOCTURNO,0,ANUAL
1201017,3010289,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201017,3010289,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201017,3010289,2, ,NOCTURNO,0,ANUAL
1201017,3010289,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201017,3010289,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201017,3010289,3, ,NOCTURNO,0,ANUAL
1201017,3010289,3, ,NOCTURNO EXTENDIDO,0,ANUAL
1201018,3010290,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201018,3010290,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201018,3010290,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201018,3010290,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201018,3010290,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201018,3010290,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201019,3010291,4, ,INTERMEDIO,1994,SEMESTRAL
1201019,3010291,4, ,NOCTURNO,1994,SEMESTRAL
1201019,3010291,5,DIV.BIOLOGICA,INTERMEDIO,1994,SEMESTRAL
1201019,3010291,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1201019,3010291,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201019,3010291,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201019,3010291,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1201019,3010291,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201019,3010291,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201019,3010291,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201019,3010291,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201019,3010291,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201019,3010291,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201020,3010292,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201020,3010292,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201020,3010292,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201020,3010292,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201020,3010292,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201020,3010292,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201020,3010292,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201020,3010292,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201021,3010293,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201021,3010293,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201021,3010293,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201021,3010293,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201021,3010293,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201021,3010293,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201022,3010294,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201022,3010294,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201022,3010294,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201022,3010294,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201022,3010294,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201022,3010294,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201023,3010295,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201023,3010295,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201023,3010295,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201023,3010295,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201023,3010295,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201023,3010295,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201024,3010296,4, ,NOCTURNO,1994,SEMESTRAL
1201024,3010296,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1201024,3010296,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201024,3010296,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201024,3010296,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1201024,3010296,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201024,3010296,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201024,3010296,1, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1201024,3010296,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201024,3010296,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201024,3010296,2, ,NOCTURNO,2013,ANUAL/SEMESTRAL
1201024,3010296,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201024,3010296,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201024,3010296,3, ,NOCTURNO,0,ANUAL
1201025,3010297,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,4, ,NOCTURNO,1994,SEMESTRAL
1201025,3010297,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1201025,3010297,5,DIV.CIENTIFICA,NOCTURNO,1994,SEMESTRAL
1201025,3010297,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201025,3010297,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201025,3010297,6,SOCIAL ECONOMIA,NOCTURNO,1994,SEMESTRAL
1201025,3010297,6,FISICO MATEMATICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,6,FISICO MATEMATICO,NOCTURNO,1994,SEMESTRAL
1201025,3010297,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1201025,3010297,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201025,3010297,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201025,3010297,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201025,3010297,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,4, ,NOCTURNO,1994,SEMESTRAL
1201026,3010298,5,DIV.BIOLOGICA,NOCTURNO,1994,ANUAL
1201026,3010298,5,DIV.BIOLOGICA,NOCTURNO,1994,SEMESTRAL
1201026,3010298,5,DIV.CIENTIFICA,NOCTURNO,1994,SEMESTRAL
1201026,3010298,5,DIV.ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.BIOLOGICA,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.BIOLOGICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.CIENTIFICA,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.CIENTIFICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,5,DIV.HUMANISTICA,NOCTURNO,1994,ANUAL
1201026,3010298,5,DIV.HUMANISTICA,NOCTURNO,1994,SEMESTRAL
1201026,3010298,6,MATEMATICA Y DISEÑO,NOCTURNO,1994,ANUAL
1201026,3010298,6,ARTE Y EXPRESION,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,6,CIENCIAS BIOLOGICAS,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,6,CIENCIAS BIOLOGICAS,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,6,SOCIAL HUMANISTICO,NOCTURNO,1994,ANUAL
1201026,3010298,6,SOCIAL HUMANISTICO,NOCTURNO,1994,SEMESTRAL
1201026,3010298,6,SOCIAL ECONOMIA,NOCTURNO,1994,ANUAL
1201026,3010298,6,FISICO MATEMATICO,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,6,FISICO MATEMATICO,NOCTURNO,1994,ANUAL
1201026,3010298,6,MATEMATICA Y DISEÑO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,ANUAL
1201026,3010298,6,CIENCIAS BIOLOGICAS,NOCTURNO,1994,SEMESTRAL
1201026,3010298,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201026,3010298,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1201026,3010298,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201027,3010299,4, ,MATUTINO,1994,ANUAL
1201027,3010299,4, ,MATUTINO,1994,SEMESTRAL
1201027,3010299,4, ,INTERMEDIO,1994,ANUAL
1201027,3010299,4, ,INTERMEDIO,1994,SEMESTRAL
1201027,3010299,4, ,VESPERTINO,1994,ANUAL
1201027,3010299,4, ,VESPERTINO,1994,SEMESTRAL
1201027,3010299,1, ,MATUTINO,0,ANUAL
1201027,3010299,1, ,INTERMEDIO,0,ANUAL
1201027,3010299,1, ,VESPERTINO,0,ANUAL
1201027,3010299,2, ,MATUTINO,0,ANUAL
1201027,3010299,2, ,INTERMEDIO,0,ANUAL
1201027,3010299,2, ,INTERMEDIO,0,ANUAL/SEMESTRAL
1201027,3010299,2, ,VESPERTINO,0,ANUAL
1201027,3010299,3, ,MATUTINO,0,ANUAL
1201027,3010299,3, ,INTERMEDIO,0,ANUAL
1201027,3010299,3, ,INTERMEDIO,0,ANUAL/SEMESTRAL
1201027,3010299,3, ,VESPERTINO,0,ANUAL
1201028,3010301,4, ,MATUTINO EXTENDIDO,2006,ANUAL
1201028,3010301,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201028,3010301,5,DIV.HUMANISTICA,MATUTINO EXTENDIDO,2006,ANUAL
1201028,3010301,5,DIV.HUMANISTICA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201028,3010301,6,SOCIAL ECONOMIA,MATUTINO EXTENDIDO,2006,ANUAL
1201028,3010301,6,SOCIAL ECONOMIA,INTERMEDIO EXTENDIDO,2006,ANUAL
1201028,3010301,6,SOCIAL HUMANISTICO,MATUTINO EXTENDIDO,2006,ANUAL
1201028,3010301,6,SOCIAL HUMANISTICO,INTERMEDIO EXTENDIDO,2006,ANUAL
1201029,3010302,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201029,3010302,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201029,3010302,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201029,3010302,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201029,3010302,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201029,3010302,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201030,3010303,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201030,3010303,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201030,3010303,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201030,3010303,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201030,3010303,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201030,3010303,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201031,3010304,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201031,3010304,1, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201031,3010304,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201031,3010304,2, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201031,3010304,3, ,MATUTINO EXTENDIDO,2006,ANUAL
1201031,3010304,3, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201032,3010305,4, ,INTERMEDIO EXTENDIDO,2006,ANUAL
1201032,3010305,1, ,MATUTINO EXTENDIDO,2006,ANUAL
1201032,3010305,1, ,INTERMEDIO EXTENDIDO,0,ANUAL
1201032,3010305,2, ,MATUTINO EXTENDIDO,2006,ANUAL
1201032,3010305,2, ,INTERMEDIO EXTENDIDO,0,ANUAL
