Ruee Calculado,Rule Calculado,MODALIDAD,TITULACION,TIPO_FORMACION,CARRERA_ESPECIALIDAD,TURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1418025,5180160,,GRADO,PROFESORADO,ITALIANO,
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,LITERATURA,UNICO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1418025,5180160,SEMILIBRE,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1418025,5180160,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1418025,5180160,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1418025,5180160,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,DERECHO,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,DERECHO,MATUTINO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1419026,5190091,PRESENCIAL,GRADO,EDUCADOR SOCIAL,EDUCADOR SOCIAL,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,FISICA,NOCTURNO
1419026,5190091,,GRADO,PROFESORADO,FRANCES,
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1419026,5190091,,GRADO,PROFESORADO,ITALIANO,
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,LITERATURA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,LITERATURA,UNICO
1419026,5190091,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1419026,5190091,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,MATUTINO
1419026,5190091,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1419026,5190091,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1419026,5190091,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,UNICO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,DERECHO,MATUTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,DERECHO,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,FISICA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,FISICA,UNICO
1407027,5070046,,GRADO,PROFESORADO,FRANCES,
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,MATUTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,HISTORIA,UNICO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),UNICO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,ITALIANO,UNICO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,ITALIANO,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1407027,5070046,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,MATEMATICA,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,PORTUGUES,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,QUIMICA,UNICO
1407027,5070046,SEMILIBRE,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1407027,5070046,SEMIPRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,UNICO
1407027,5070046,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,INTERMEDIO/VESPERTINO
1401003,5010382,PRESENCIAL,INTERMEDIO,TECNICATURA,ASISTENTE TECNICO EN PRIMERA INFANCIA,NOCTURNO
1401003,5010382,,CERTIFICACION,CERTIFICACION,CERTIFICACIÓN DE LENGUAS EXTRANJERAS,
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,INTERMEDIO/VESPERTINO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,MATUTINO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE EDUCACION PRIMARIA,NOCTURNO
1401003,5010382,SEMILIBRE,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,UNICO
1401003,5010382,SEMILIBRE,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,UNICO
1401003,5010382,SEMIPRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,UNICO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,INTERMEDIO/VESPERTINO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,MATUTINO
1401003,5010382,PRESENCIAL,GRADO,MAGISTERIO,MAESTRO DE PRIMERA INFANCIA,NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,ADMINISTRACION,INTERMEDIO/VESPERTINO
1401006,5010384,SEMILIBRE,GRADO,PROFESOR TECNICO,ADMINISTRACION,NOCTURNO
1401006,5010384,SEMILIBRE,GRADO,PROFESOR TECNICO,ADMINISTRACION,MATUTINO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,ADMINISTRACION,MATUTINO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,ADMINISTRACION,NOCTURNO
1401006,5010384,PRESENCIAL,INTERMEDIO,TECNICATURA,ASISTENTE DE LABORATORIO EN TECNOLOGÍAS DIGITALES,NOCTURNO
1401006,5010384,PRESENCIAL,INTERMEDIO,TECNICATURA,ASISTENTE DE LABORATORIO EN TECNOLOGÍAS DIGITALES,SEMIPRESENCIAL
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,CARPINTERIA (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,CARPINTERIA (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,CONSTRUCCION (CFE) ,NOCTURNO
1401006,5010384,SEMILIBRE,GRADO,PROFESOR TECNICO,CONTABILIDAD,MATUTINO
1401006,5010384,SEMILIBRE,GRADO,PROFESOR TECNICO,CONTABILIDAD,NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,CONTABILIDAD,MATUTINO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,CONTABILIDAD,NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,PROFESOR TECNICO,CONTABILIDAD Y ECONOMIA,MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,DISEÑO E INDUMENTARIA (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,DISEÑO E INDUMENTARIA (CFE),MATUTINO
1401006,5010384,,GRADO,MAESTRO TECNICO,DISEÑO E INDUSTRIA TEXTIL (CFE),
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRICIDAD AUTOMOTRIZ (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRONICA (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRONICA (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTRONICA (CFE),SEMIPRESENCIAL
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),MATUTINO
1401006,5010384,SEMILIBRE,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,ELECTROTECNIA (CFE),SEMIPRESENCIAL
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,GASTRONOMIA OPCION COCINA (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,INTERMEDIO/VESPERTINO
1401006,5010384,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,
1401006,5010384,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,MATUTINO
1401006,5010384,PRESENCIAL,GRADO,PROFESORADO,INFORMATICA,NOCTURNO
1401006,5010384,SEMILIBRE,GRADO,MAESTRO TECNICO,MECANICA AUTOMOTRIZ (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA AUTOMOTRIZ (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA AUTOMOTRIZ (CFE),NOCTURNO
1401006,5010384,SEMILIBRE,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL  (CFE),NOCTURNO
1401006,5010384,SEMILIBRE,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL  (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,MECANICA INDUSTRIAL (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,PRODUCCION ANIMAL (CFE),INTERMEDIO/VESPERTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,PRODUCCION ANIMAL (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,PRODUCCION ANIMAL (CFE),SEMIPRESENCIAL
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,PRODUCCION VEGETAL (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,PRODUCCION VEGETAL (CFE),SEMIPRESENCIAL
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,REDES Y TELECOMUNICACIONES (CFE),MATUTINO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,REDES Y TELECOMUNICACIONES (CFE),NOCTURNO
1401006,5010384,PRESENCIAL,GRADO,MAESTRO TECNICO,REDES Y TELECOMUNICACIONES (CFE),SEMIPRESENCIAL
1401007,5010420,PRESENCIAL,GRADO,EDUCADOR SOCIAL,EDUCADOR SOCIAL,UNICO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ASTRONOMIA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS BIOLOGICAS,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,CIENCIAS GEOGRAFICAS,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,COMUNICACION VISUAL,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,DANZA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,DANZA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,DERECHO,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,DERECHO,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,DERECHO,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,EDUCACION MUSICAL,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,UNICO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ESPAÑOL,NOCTURNO
1401004,5010383,SEMIPRESENCIAL,GRADO,PROFESORADO,ESPAÑOL POR COMPLEMENTO,UNICO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FILOSOFIA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FISICA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FISICA,NOCTURNO
1401004,5010383,SEMIPRESENCIAL,GRADO,PROFESORADO,FRANCES,UNICO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FRANCES,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FRANCES,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,FRANCES,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,HISTORIA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,INGLES (CFE),NOCTURNO
1401004,5010383,SEMIPRESENCIAL,GRADO,PROFESORADO,ITALIANO,UNICO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ITALIANO,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ITALIANO,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,ITALIANO,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,LITERATURA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,MATEMATICA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,PORTUGUES,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,INTERMEDIO/VESPERTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,MATUTINO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,QUIMICA,NOCTURNO
1401004,5010383,PRESENCIAL,GRADO,PROFESORADO,SOCIOLOGIA,NOCTURNO
1401002,5010385,,,,,
