Tipo_de_Educacion,Turno,Comparte,Categoria,PNOfrece2,UNOfrece,Tiene comedor,Tiene copa de leche,Tiene equipo multidisciplinario,Profesores especiales,Con clases especiales,Horario,Tiene maestro de apoyo,Tiene maestro de apoyo Ceibal,Tiene maestro comunitario,Maestro mAs maestro,Maestro de trayectorias protegida,RUEE,rule1,Nombre
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101002,2010001,REPUBLICA ARGENTINA
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101003,2010002,FRANCIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101004,2010003,ARTIGAS
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101005,2010004,JOSE PEDRO VARELA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101006,2010005,ESTADOS UNIDOS DE AMERICA
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101007,2010006,ROSA MARINO
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101008,2010007,REPUBLICA DE HAITI
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101009,2010008,DR.AURELIANO RODRIGUEZ LARRETA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101010,2010009,RPCA. DE EL SALVADOR
ESCUELAS COMUNES,EXTENDIDO,NO,T.EXTENDIDO-DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101011,2010010,ABRAHAM LINCOLN
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101013,2010011,JOAQUIN MESTRE
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101014,2010012,JOSE DE SAN MARTIN
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101016,2010014,SUECIA
ESCUELAS COMUNES,EXTENDIDO,NO,T.EXTENDIDO-DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101017,2010015,BRASIL
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101019,2010016,GRUPO ESCOLAR F. SANGUINETTI
ESCUELAS COMUNES,TIEMPO COMPLETO,SÍ,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101020,2010017,GRUPO ESCOLAR FELIPE SANGUINETTI
ESCUELAS COMUNES,EXTENDIDO,NO,T.EXTENDIDO-DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101021,2010018,ALEMANIA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101023,2010019,TOMAS CLARAMUNT
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101024,2010020,JOAQUIN SUAREZ
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101025,2010021,RUY BARBOSA
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101026,2010021,PAISES BAJOS
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101027,2010012,DR. EDUARDO ACEVEDO
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101028,2010022,REPUBLICA DE PANAMÁ
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101029,2010023,CHECOSLOVAQUIA
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101030,2010023,ANTONIO DIONISIO LUSSICH
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101031,2010024,GRUPO ESCOLAR JACOBO VARELA
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101032,2010025,SIMON BOLIVAR
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101033,2010026,REPÚBLICA DE COLOMBIA
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101034,2010027,CONGRESO DE ABRIL DE 1813
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101035,2010028,REPUBLICA DE GUATEMALA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,3 AÑOS,6,,,,,,,,,,,,1101036,2010029,BÉLGICA
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101037,2010006,BRIGADIER GENERAL MANUEL ORIBE
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101038,2010030,HORACIO DURA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101039,2010031,GRECIA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101040,2010032,MEXICO
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101041,2010033,REPUBLICA DE ECUADOR
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101042,2010034,REPUBLICA DE BOLIVIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101044,2010035,PRESBITERO JOSE BENITO LAMAS
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101045,2010036,LEONOR HOURTICOU
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101047,2010037,WASHINGTON BELTRÁN - ROMILDO RISSO
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101048,2010011,AUSTRIA
ESCUELAS COMUNES,DOBLE TURNO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101049,2010038,REPUBLICA DE NICARAGUA
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101050,2010039,JUAN MANUEL BLANES
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101051,2010040,REPUBLICA DEL PARAGUAY
ESCUELAS COMUNES,DOBLE TURNO,NO,DE PRÁCTICA,5 AÑOS,6,,,,,,,,,,,,1101052,2010041,REPUBLICA DOMINICANA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101053,2010042,GRAN BRETAÑA
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101054,2010043,DR. CLAUDIO WILLIMAN
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101055,2010044,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101056,2010045,PEDRO A. MACCIO
ESCUELAS COMUNES,MATUTINO,SÍ,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101057,2010046,JUAN MANUEL DE VEDIA
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101058,2010047,REPÚBLICA DE SUDÁFRICA
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101059,2010048,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101060,2010049,GRUPO ESCOLAR JOSE H. FIGUEIRA
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101061,2010050,KONRAD ADENAUER
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101062,2010051,SUIZA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101063,2010052,LUIS CINCINATO BOLLO
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101064,2010053,EDUARDO FABINI
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101065,2010054,PORTUGAL
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101066,2010055,JOSE BELLONI
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101068,2010056,ESTADO DE ISRAEL
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101070,2010057,JOSE BATLLE Y ORDOÑEZ
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101072,2010058,JAPON
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,3 AÑOS,6,,,,,,,,,,,,1101073,2010035,BLANCA SAMONATI DE PARODI
ESCUELAS COMUNES,VESPERTINO,SÍ,HABILITADA DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101076,2010016,GRUPO ESCOLAR F. SANGUINETTI
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101079,2010059,DANIEL FERNANDEZ CRESPO
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101080,2010022,BRIG. GRAL. JUAN A. LAVALLEJA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101081,2010060,MAHATMA GANDHI
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,3 AÑOS,6,,,,,,,,,,,,1101083,2010025,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101084,2010026,DR. ABEL J. PEREZ
ESCUELAS COMUNES,MATUTINO,SÍ,HABILITADA DE PRÁCTICA,3 AÑOS,6,,,,,,,,,,,,1101088,2010061,EDMUNDO DE AMICIS
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101089,2010062,IBIRAY
ESCUELAS COMUNES,EXTENDIDO,NO,T.EXTENDIDO H. DE PRÁCTICA,1,6,,,,,,,,,,,,1101090,2010063,PEDRO FIGARI
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101092,2010064,ARTURO CARBONELL Y MIGAL
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,3 AÑOS,6,,,,,,,,,,,,1101093,2010065,GRUPO ESCOLAR MARIA NOYA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101094,2010066,JOSE ROGER BALET
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101095,2010067,UNION EUROPEA
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101096,2010068,FRANCISCO ACUÑA DE FIGUEROA
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101097,2010069,FEDERICO GARCIA LORCA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101098,2010040,DR. JUAN ZORRILLA DE SAN MARTÍN
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101099,2010070,REPUBLICA DE HONDURAS
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101100,2010071,HECTOR FIGOLI
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101101,2010072,CARMELO COLMAN
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101102,2010073,JUANA DE IBARBOUROU
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101103,2010046,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101105,2010074,CARLOS VAZ FERREIRA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101107,2010061,REPUBLICA DE COSTA RICA
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101109,2010075,FLORENCIO SANCHEZ
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101110,2010070,FERNAN SILVA VALDES
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101112,2010047,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,3 AÑOS,6,,,,,,,,,,,,1101113,2010077,ZELMAR MICHELINI
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101115,2010068,FRANCISCO JOSE DEBALI
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101116,2010078,LAVALLETTA RPCA.DE MALTA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101117,2010079,NACIONES UNIDAS
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101119,2010048,
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101120,2010080,MANUEL BELGRANO
ESCUELAS COMUNES,MATUTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101121,2010002,DR. EVARISTO CIGANDA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101122,2010081,ISLAS CANARIAS
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101123,2010044,
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101124,2010082,
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,3 AÑOS,6,,,,,,,,,,,,1101125,2010083,REPUBLICA LIBANESA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101126,2010084,
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101127,2010085,JUAN RAMON JIMENEZ
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101128,2010086,
ESCUELAS COMUNES,MATUTINO,NO,APRENDER,1,6,,,,,,,,,,,,1101129,2010087,
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,5 AÑOS,6,,,,,,,,,,,,1101130,2010088,ANDRES BELLO
ESCUELAS COMUNES,TIEMPO COMPLETO,SÍ,DE TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101131,2010013,REPUBLICA DE CHILE
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101136,2010072,JUAN MONTALVO
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101137,2010065,GRUPO ESCOLAR MARIA NOYA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101138,2010089,SERAFIN J. GARCIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101139,2010090,CALABRIA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101140,2010091,ESPERANZA VISCAY DE FULHER
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101141,2010092,REINO DE MALASIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101142,2010093,REPUBLICA DEL PERU
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101143,2010094,BARTOLOME HIDALGO
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101144,2010095,JOSE GARIBALDI
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101145,2010096,MAESTRA CATALINA VELAZQUEZ
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101146,2010097,LUIS BATLLE BERRES
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101148,2010098,REPUBLICA DE COREA
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101149,2010099,MTRA. ISABEL ABELENDA DE PAZOS
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101150,2010100,CATALUNYA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101151,2010101,ALBERT EINSTEIN
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101152,2010102,MANUEL FRANCISCO ARTIGAS
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101153,2010103,BENJAMIN FRANKLIN
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101154,2010104,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,3 AÑOS,6,,,,,,,,,,,,1101155,2010105,
ESCUELAS COMUNES,VESPERTINO,SÍ,DE PRÁCTICA,4 AÑOS,6,,,,,,,,,,,,1101156,2010075,ARMENIA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101157,2010106,TREINTA Y TRES ORIENTALES
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101158,2010107,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101159,2010108,
ESCUELAS COMUNES,TIEMPO COMPLETO,SÍ,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101160,2010109,DR. LUIS MORQUIO
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101161,2010110,ALEJANDRIA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101163,2010111,GALICIA
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101166,2010027,MARIA VITTORI
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101167,2010112,JUAN JOSE MOROSOLI
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101168,2010113,RUMANIA
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101169,2010043,LUISA CASTERAN
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101170,2010114,
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101172,2010076,JOSE MARTI
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101173,2010115,
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,5 AÑOS,6,,,,,,,,,,,,1101174,2010116,CANADA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101175,2010117,COMANDANTE PEDRO CAMPBELL
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101176,2010118,JUAN BALBIN GONZALEZ VALLEJO
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101177,2010119,CRISTOBAL COLON
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101178,2010120,MARTIN LUTHER KING
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101179,2010121,TOMAS BERRETA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101180,2010122,SUSANA SOCA
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,4 AÑOS,6,,,,,,,,,,,,1101181,2010123,MAESTRA ELENA QUINTEROS
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101182,2010124,EGIPTO
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101183,2010125,NELSON MANDELA
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,1,6,,,,,,,,,,,,1101184,2010126,
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101185,2010039,U.N.E.S.C.O.
ESCUELAS COMUNES,VESPERTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101187,2010095,DR. LUIS A. DE HERRERA
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,1,6,,,,,,,,,,,,1101188,2010127,
ESCUELAS COMUNES,MATUTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101189,2010060,BENITO JUAREZ
ESCUELAS COMUNES,DOBLE TURNO,NO,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101190,2010128,AUSTRALIA
ESCUELAS COMUNES,DOBLE TURNO,NO,APRENDER,1,6,,,,,,,,,,,,1101191,2010129,PAISES DEL MERCOSUR
ESCUELAS COMUNES,DOBLE TURNO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101192,2010109,JOAQUIN TORRES GARCIA
ESCUELAS COMUNES,EXTENDIDO,NO,TIEMPO EXTENDIDO,4 AÑOS,6,,,,,,,,,,,,1101193,2010130,JOSÉ LUIS ZORRILLA DE SAN MARTÍN
ESCUELAS COMUNES,VESPERTINO,SÍ,ESCUELAS COMUNES,1,6,,,,,,,,,,,,1101195,2010073,HUMBERTO ZARRILLI
ESCUELAS COMUNES,MATUTINO,SÍ,APRENDER,4 AÑOS,6,,,,,,,,,,,,1101196,2010115,DEBORAH VITALE D AMICO
ESCUELA ESPECIAL,ESPECIAL,SÍ,SORDOS,,,,,,,,,,,,,,1101197,2010131,ANA BRUZZONE SCARONE
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD VISUAL,,,,,,,,,,,,,,1101198,2010132,ESPECIAL PARA DISCAPACITADOS VISUAL
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,4 AÑOS,6,,,,,,,,,,,,1101199,2010133,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD MOTRIZ,,,,,,,,,,,,,,1101200,2010134,DOCTOR RICARDO CARITAT
ESCUELAS COMUNES,TIEMPO COMPLETO,NO,DE TIEMPO COMPLETO,5 AÑOS,6,,,,,,,,,,,,1101201,2010135,ESPAÑA
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101203,2010136,ELOÍSA GARCÍA ETCHEGOYHEN DE LORE
ESCUELA ESPECIAL,ESPECIAL,NO,PROBLEMAS DE CONDUCTA,,,,,,,,,,,,,,1101204,2010137,EMILIO VERDESIO
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101205,2010138,OBRA MORQUIO
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101206,2010139,ALBERTO A. ALVES
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101207,2010140,E.T.R.O(ESC.TALLER RECUP.OCUP.
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101208,2010141,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101209,2010142,GERARDO CUESTA
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101210,2010143,PETRONA VIERA
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101211,2010144,
ESCUELA ESPECIAL,ESPECIAL,NO,DISCAPACIDAD INTELECTUAL,,,,,,,,,,,,,,1101212,2010145,PAULO FREIRE
JARDÍN DE INFANTES,TIEMPO COMPLETO,NO,JARDÍN DE JORNADA COMPLETA,3 AÑOS,5 AÑOS,,,,,,,,,,,,1101213,2010146,ENRIQUETA COMPTE Y RIQUE
